corner	角落	jiǎoluò	角落	kak-lo̍h	position
edge	邊緣	biānyuán	邊	pinn	position
money	錢	qián	錢	tsînn	misc
coin	硬幣	yìngbì	銀角仔	gîn-kak-á	misc
paper money	鈔票	chāopiào	紙票	tsuá-phiò	misc
flag	旗子	qízi	旗仔	kî-á	misc
rope	繩子	shéngzi	索仔	soh-á	misc
stick	棍子	gùnzi	棍仔	kùn-á	misc
nail tool	釘子	dīngzi	釘仔	ting-á	misc
hammer	鎚子	chuízi	鎚仔	thuî-á	misc
saw	鋸子	jùzi	鋸仔	kù-á	misc
screwdriver	螺絲起子	luósīqǐzi	螺絲起	lôo-si-khí	misc
ladder	梯子	tīzi	梯仔	thui-á	misc
bucket	水桶	shuǐtǒng	水桶	tsuí-tháng	misc
shovel	鏟子	chǎnzi	鋤頭	tî-thâu	misc
net	網子	wǎngzi	網仔	bāng-á	misc
magnet	磁鐵	cítiě	磁鐵	tsû-thih	misc
battery	電池	diànchí	電池	tiān-tî	misc
magnifying glass	放大鏡	fàngdàjìng	放大鏡	hòng-tuā-kiànn	misc
telescope	望遠鏡	wàngyuǎnjìng	望遠鏡	bāng-uán-kiànn	misc
microscope	顯微鏡	xiǎnwēijìng	顯微鏡	hián-bî-kiànn	misc
thermometer	溫度計	wēndùjì	溫度計	un-tōo-kè	misc
scale tool	磅秤	bàngchèng	磅仔	pōng-á	misc
candle	蠟燭	làzhú	蠟燭	la̍h-tsik	misc
match	火柴	huǒchái	番仔火	huan-á-hué	misc
flashlight	手電筒	shǒudiàntǒng	手電仔	tshiú-tiān-á	misc
medicine	藥	yào	藥	io̍h	misc
bandage	OK繃	ōukèbēng	藥布	io̍h-pòo	misc
thermos	保溫瓶	bǎowēnpíng	保溫瓶	pó-un-pân	misc
letter mail	信	xìn	批	phe	misc
stamp	郵票	yóupiào	郵票	iû-phiò	misc
newspaper	報紙	bàozhǐ	報紙	pò-tsuá	misc
magazine	雜誌	zázhì	雜誌	tsa̍p-tsì	misc
photo	照片	zhàopiàn	相片	siòng-phìnn	misc
treasure	寶藏	bǎozàng	寶物	pó-bu̍t	misc
crown	皇冠	huángguān	皇冠	hông-kuan	misc
magic	魔法	mófǎ	魔法	môo-huat	misc
ghost	鬼	guǐ	鬼	kuí	misc
monster	怪獸	guàishòu	怪獸	kuài-siù	misc
fairy	仙女	xiānnǚ	仙女	sian-lú	misc
rocket ship	太空梭	tàikōngsuō	太空梭	thài-khong-so	misc
planet	行星	xíngxīng	行星	hîng-tshenn	misc
alien	外星人	wàixīngrén	外星人	guā-tshenn-lâng	misc
dream	夢	mèng	夢	bāng	misc
secret	祕密	mìmì	祕密	pì-bi̍t	misc
surprise	驚喜	jīngxǐ	驚喜	kiann-hí	misc
mirror image	倒影	dàoyǐng	倒影	tò-iánn	misc
whistle sound	口哨	kǒushào	噓仔	si-á	misc
puppet	布袋戲偶	bùdàixìǒu	布袋戲尪仔	pòo-tē-hì-ang-á	culture
night market snack	小吃	xiǎochī	小食	sió-tsia̍h	culture
bamboo hat	斗笠	dǒulì	瓜笠	kue-le̍h	culture
water buffalo	水牛	shuǐniú	水牛	tsuí-gû	animals
rice field	稻田	dàotián	稻仔田	tiū-á-tshân	nature
betel palm	檳榔樹	bīnlángshù	檳榔欉	pin-nn̂g-tsâng	nature
train station platform	月台	yuètái	月台	gua̍t-tâi	transport
convenience store	便利商店	biànlìshāngdiàn	便利商店	piān-lī-siong-tiàm	places
elementary school	小學	xiǎoxué	國校	kok-hāu	school
kindergarten	幼稚園	yòuzhìyuán	幼稚園	iù-tī-hn̂g	school
