pudding	布丁	bùdīng	布丁	pòo-ting	food
popcorn	爆米花	bàomǐhuā	爆米芳	pha̍uh-bí-phang	food
pizza	披薩	pīsà	披薩	phi-sat	food
hamburger	漢堡	hànbǎo	漢堡	hàn-pó	food
sandwich	三明治	sānmíngzhì	三明治	sam-bîng-tī	food
french fries	薯條	shǔtiáo	薯條	tsî-tiâu	food
salt	鹽	yán	鹽	iâm	food
sugar	糖	táng	糖	thn̂g	food
oil	油	yóu	油	iû	food
soy sauce	醬油	jiàngyóu	豆油	tāu-iû	food
vinegar	醋	cù	醋	tshòo	food
pepper	胡椒	hújiāo	胡椒	hôo-tsio	food
breakfast	早餐	zǎocān	早頓	tsá-tǹg	food
lunch	午餐	wǔcān	中晝頓	tiong-tàu-tǹg	food
dinner	晚餐	wǎncān	暗頓	àm-tǹg	food
snack	點心	diǎnxīn	點心	tiám-sim	food
meal	一餐	yìcān	一頓	tsi̍t-tǹg	food
lunchbox	便當	biàndāng	便當	piān-tong	food
oyster omelet	蚵仔煎	é'ājiān	蚵仔煎	ô-á-tsian	food
beef noodle soup	牛肉麵	niúròumiàn	牛肉麵	gû-bah-mī	food
scallion pancake	蔥油餅	cōngyóubǐng	蔥仔餅	tshang-á-piánn	food
pineapple cake	鳳梨酥	fènglísū	鳳梨酥	ông-lâi-soo	food
mooncake	月餅	yuèbǐng	月餅	gue̍h-piánn	food
rice ball	飯糰	fàntuán	飯丸	pn̄g-uân	food
sticky rice dumpling	粽子	zòngzi	粽	tsàng	food
shaved ice	剉冰	cuòbīng	礤冰	tshuah-ping	food
tanghulu	糖葫蘆	tánghúlu	糖葫蘆	thn̂g-hôo-lôo	food
